age,workclass,education,education-num,marital-status,occupation,relationship,race,sex,hours-per-week,native-country,salary
63,?,Masters,14,Divorced,?,Not-in-family,White,Male,42,United-States,>50K
41,Private,Assoc-acdm,12,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,39,United-States,>50K
42,Private,HS-grad,9,Divorced,Sales,Not-in-family,White,Male,62,United-States,<=50K
22,Private,HS-grad,9,Never-married,Sales,Own-child,White,Female,32,United-States,<=50K
44,Self-emp-not-inc,Bachelors,14,Never-married,Craft-repair,Not-in-family,Black,Male,93,United-States,>50K
35,Local-gov,Assoc-acdm,12,Never-married,Prof-specialty,Not-in-family,White,Female,37,United-States,<=50K
29,Self-emp-not-inc,HS-grad,9,Divorced,Exec-managerial,Unmarried,Amer-Indian-Eskimo,Male,40,United-States,<=50K
31,Local-gov,HS-grad,9,Never-married,Prof-specialty,Not-in-family,White,Female,39,United-States,<=50K
28,Private,Bachelors,13,Never-married,Other-service,Unmarried,White,Male,27,United-States,<=50K
23,State-gov,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,39,United-States,<=50K
44,Self-emp-not-inc,Bachelors,14,Married-civ-spouse,Prof-specialty,Husband,White,Female,52,United-States,<=50K
37,Private,Some-college,10,Married-civ-spouse,Other-service,Husband,White,Male,18,United-States,>50K
51,Private,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,53,United-States,>50K
37,Private,12th,8,Never-married,Adm-clerical,Not-in-family,White,Male,55,United-States,<=50K
35,?,HS-grad,9,Never-married,?,Own-child,White,Male,40,United-States,<=50K
33,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,53,?,<=50K
48,Private,Some-college,11,Married-civ-spouse,Adm-clerical,Husband,White,Male,39,United-States,<=50K
28,State-gov,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Male,30,United-States,<=50K
42,Private,HS-grad,9,Married-civ-spouse,Other-service,Wife,White,Female,40,United-States,<=50K
51,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Amer-Indian-Eskimo,Male,39,United-States,<=50K
33,Local-gov,HS-grad,9,Never-married,Protective-serv,Own-child,White,Female,26,United-States,<=50K
40,Private,HS-grad,9,Never-married,Sales,Own-child,White,Female,39,United-States,<=50K
40,Private,HS-grad,9,Never-married,Prof-specialty,Own-child,White,Male,35,United-States,<=50K
35,Federal-gov,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,Black,Female,38,United-States,<=50K
31,Private,Prof-school,15,Divorced,Sales,Not-in-family,White,Male,58,United-States,>50K
28,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,41,United-States,<=50K
35,Private,HS-grad,9,Divorced,Sales,Not-in-family,White,Male,39,United-States,<=50K
41,Private,Some-college,11,Married-civ-spouse,Adm-clerical,Wife,White,Male,52,United-States,>50K
30,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,36,United-States,<=50K
42,Private,Assoc-voc,11,Married-civ-spouse,Machine-op-inspct,Not-in-family,White,Male,54,United-States,>50K
52,Self-emp-inc,Some-college,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,53,United-States,>50K
78,Local-gov,HS-grad,9,Never-married,Other-service,Own-child,White,Male,34,United-States,<=50K
80,Private,11th,7,Divorced,Handlers-cleaners,Unmarried,Black,Female,39,United-States,<=50K
35,Private,Prof-school,15,Married-civ-spouse,Handlers-cleaners,Husband,White,Female,70,United-States,>50K
59,Local-gov,Assoc-acdm,12,Married-civ-spouse,Prof-specialty,Husband,White,Male,39,United-States,<=50K
32,Local-gov,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,Black,Male,36,United-States,>50K
30,Private,HS-grad,9,Divorced,Handlers-cleaners,Own-child,Amer-Indian-Eskimo,Male,36,United-States,<=50K
53,Private,Bachelors,13,Never-married,Sales,Not-in-family,White,Female,49,United-States,<=50K
50,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Female,39,United-States,>50K
32,Private,HS-grad,9,Divorced,Handlers-cleaners,Other-relative,White,Female,37,United-States,<=50K
41,Local-gov,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,53,United-States,>50K
32,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Female,35,United-States,<=50K
62,Private,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Female,35,United-States,<=50K
30,Local-gov,HS-grad,9,Never-married,Adm-clerical,Not-in-family,Black,Male,40,United-States,<=50K
18,Private,Bachelors,14,Divorced,Sales,Not-in-family,White,Male,38,United-States,<=50K
49,?,Bachelors,13,Divorced,?,Not-in-family,White,Female,38,?,<=50K
36,State-gov,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,35,United-States,<=50K
31,Private,Bachelors,14,Never-married,Adm-clerical,Not-in-family,White,Female,54,United-States,<=50K
43,Private,Bachelors,13,Married-civ-spouse,Other-service,Husband,White,Male,39,United-States,>50K
53,Private,HS-grad,9,Never-married,Handlers-cleaners,Unmarried,White,Male,60,United-States,<=50K
34,Private,Some-college,10,Never-married,Craft-repair,Own-child,White,Male,26,United-States,<=50K
31,Private,Bachelors,13,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,50,United-States,<=50K
41,Federal-gov,Assoc-acdm,12,Never-married,Other-service,Own-child,White,Male,19,United-States,<=50K
49,State-gov,10th,6,Married-civ-spouse,Exec-managerial,Husband,White,Male,57,United-States,<=50K
47,Private,Bachelors,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,39,United-States,>50K
34,Private,HS-grad,9,Separated,Transport-moving,Not-in-family,White,Male,38,United-States,<=50K
17,Private,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,White,Male,40,United-States,<=50K
40,Private,Bachelors,13,Married-civ-spouse,Transport-moving,Wife,White,Male,53,United-States,>50K
25,Private,Some-college,11,Married-civ-spouse,Prof-specialty,Wife,White,Male,48,United-States,>50K
22,Private,10th,6,Separated,Craft-repair,Unmarried,White,Female,34,United-States,<=50K
73,State-gov,Some-college,11,Never-married,Other-service,Own-child,White,Female,13,United-States,<=50K
28,Private,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,36,United-States,<=50K
46,Without-pay,10th,6,Never-married,Priv-house-serv,Not-in-family,Amer-Indian-Eskimo,Male,39,United-States,<=50K
34,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Female,38,United-States,<=50K
31,Private,Bachelors,13,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,56,United-States,>50K
23,Private,Assoc-acdm,12,Never-married,Prof-specialty,Own-child,White,Male,38,United-States,<=50K
21,Private,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Male,40,United-States,<=50K
39,Private,Masters,14,Never-married,Prof-specialty,Own-child,White,Male,30,United-States,<=50K
50,Private,Some-college,10,Separated,Prof-specialty,Unmarried,White,Female,39,United-States,<=50K
20,Local-gov,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,25,United-States,<=50K
56,Local-gov,Some-college,11,Never-married,Other-service,Own-child,White,Male,36,United-States,<=50K
24,Private,Masters,14,Divorced,Adm-clerical,Not-in-family,White,Male,53,United-States,<=50K
45,?,Bachelors,13,Never-married,?,Not-in-family,White,Female,20,United-States,<=50K
68,Federal-gov,Masters,14,Never-married,Exec-managerial,Unmarried,White,Male,55,United-States,>50K
27,Private,9th,5,Divorced,Adm-clerical,Not-in-family,White,Male,38,United-States,<=50K
51,Private,Some-college,11,Never-married,Adm-clerical,Not-in-family,White,Female,35,Ecuador,<=50K
52,Local-gov,Masters,14,Married-civ-spouse,Other-service,Husband,White,Male,59,United-States,>50K
40,Private,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,37,United-States,<=50K
24,Private,Some-college,10,Never-married,Other-service,Not-in-family,Black,Female,45,Laos,<=50K
20,Self-emp-not-inc,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Male,35,United-States,<=50K
34,?,Doctorate,15,Married-civ-spouse,?,Husband,White,Male,37,United-States,>50K
34,Private,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Female,54,United-States,<=50K
33,?,HS-grad,9,Married-civ-spouse,?,Husband,White,Female,64,United-States,<=50K
23,Private,Some-college,10,Never-married,Sales,Own-child,White,Male,7,United-States,<=50K
37,Local-gov,HS-grad,9,Never-married,Other-service,Own-child,White,Male,36,United-States,<=50K
36,Private,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,36,United-States,<=50K
51,Private,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male,43,United-States,>50K
18,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,39,United-States,<=50K
21,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Asian-Pac-Islander,Male,19,India,<=50K
35,Private,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K
56,Private,Some-college,10,Never-married,Craft-repair,Own-child,White,Male,19,United-States,<=50K
64,Private,11th,7,Married-spouse-absent,Exec-managerial,Not-in-family,White,Male,19,United-States,<=50K
18,Private,11th,8,Married-civ-spouse,Craft-repair,Husband,Other,Female,64,Germany,<=50K
33,Self-emp-inc,Bachelors,14,Never-married,Exec-managerial,Unmarried,Asian-Pac-Islander,Male,44,China,<=50K
31,Local-gov,HS-grad,9,Divorced,Prof-specialty,Not-in-family,Black,Male,36,United-States,<=50K
46,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,30,United-States,<=50K
21,Private,Some-college,10,Divorced,Exec-managerial,Unmarried,White,Female,40,United-States,<=50K
76,State-gov,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Male,13,United-States,<=50K
50,Local-gov,HS-grad,9,Never-married,Prof-specialty,Not-in-family,Black,Female,37,United-States,<=50K
40,Private,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,38,United-States,<=50K
46,Self-emp-not-inc,Bachelors,14,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,>50K
65,Federal-gov,Some-college,11,Married-civ-spouse,Prof-specialty,Husband,Black,Male,54,United-States,>50K
36,Self-emp-inc,HS-grad,9,Never-married,Exec-managerial,Unmarried,White,Male,18,United-States,<=50K
28,State-gov,HS-grad,9,Divorced,Prof-specialty,Not-in-family,Black,Male,39,United-States,<=50K
23,Private,11th,7,Never-married,Sales,Own-child,White,Male,41,United-States,<=50K
62,Private,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,37,United-States,>50K
31,Private,Masters,14,Married-civ-spouse,Craft-repair,Husband,White,Female,51,United-States,<=50K
49,Private,5th-6th,3,Never-married,Adm-clerical,Own-child,White,Male,38,United-States,<=50K
28,Local-gov,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,52,United-States,>50K
20,Private,Some-college,11,Married-civ-spouse,Prof-specialty,Wife,White,Male,21,United-States,>50K
20,Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Female,38,United-States,<=50K
19,Private,Some-college,10,Never-married,Adm-clerical,Own-child,White,Male,26,United-States,<=50K
27,Private,Masters,14,Married-civ-spouse,Other-service,Wife,White,Female,3,United-States,>50K
44,Private,Some-college,11,Married-spouse-absent,Prof-specialty,Not-in-family,White,Male,65,United-States,>50K
44,Private,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,52,United-States,<=50K
45,Private,7th-8th,4,Never-married,Sales,Not-in-family,Black,Female,34,United-States,<=50K
31,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Female,39,United-States,>50K
22,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Asian-Pac-Islander,Male,62,Mexico,<=50K
52,Private,11th,7,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,<=50K
36,Private,Prof-school,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,<=50K
47,Private,11th,8,Married-civ-spouse,Exec-managerial,Husband,White,Male,38,United-States,<=50K
59,Private,Some-college,11,Divorced,Adm-clerical,Not-in-family,White,Male,39,United-States,<=50K
35,Private,Prof-school,15,Married-civ-spouse,Transport-moving,Husband,White,Male,32,United-States,>50K
34,?,Assoc-voc,11,Married-civ-spouse,?,Husband,White,Male,39,United-States,<=50K
26,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Male,34,United-States,>50K
38,?,5th-6th,3,Never-married,?,Own-child,White,Male,38,United-States,<=50K
32,Private,10th,6,Married-civ-spouse,Sales,Husband,White,Male,62,United-States,>50K
67,Self-emp-not-inc,Bachelors,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,71,United-States,>50K
50,Private,Some-college,10,Never-married,Adm-clerical,Own-child,Black,Female,37,United-States,<=50K
57,Local-gov,HS-grad,9,Divorced,Prof-specialty,Not-in-family,White,Female,38,Mexico,<=50K
63,Private,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,14,United-States,<=50K
34,Federal-gov,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Male,43,United-States,<=50K
34,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,<=50K
29,Private,Bachelors,14,Married-civ-spouse,Sales,Husband,White,Male,39,United-States,<=50K
20,Private,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Male,24,United-States,<=50K
27,Private,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Husband,White,Female,36,United-States,<=50K
22,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Wife,Other,Female,54,Guatemala,<=50K
77,Private,HS-grad,9,Separated,Exec-managerial,Unmarried,White,Male,34,United-States,<=50K
49,Self-emp-inc,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,40,United-States,>50K
38,Private,9th,5,Never-married,Adm-clerical,Not-in-family,White,Male,51,United-States,<=50K
32,Private,Some-college,11,Divorced,Exec-managerial,Unmarried,White,Female,67,United-States,<=50K
49,Private,Assoc-acdm,12,Never-married,Adm-clerical,Unmarried,White,Female,32,United-States,<=50K
32,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Wife,White,Male,40,United-States,>50K
52,Private,1st-4th,2,Never-married,Sales,Own-child,White,Male,37,United-States,<=50K
34,Private,Bachelors,13,Never-married,Craft-repair,Not-in-family,Black,Male,38,United-States,>50K
28,Private,Some-college,10,Never-married,Transport-moving,Not-in-family,White,Male,37,United-States,<=50K
50,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Female,50,United-States,<=50K
41,Private,HS-grad,9,Divorced,Other-service,Unmarried,Black,Female,37,United-States,<=50K
43,Private,11th,7,Never-married,Adm-clerical,Not-in-family,White,Female,6,United-States,<=50K
34,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Female,39,United-States,<=50K
32,Private,Assoc-acdm,12,Divorced,Craft-repair,Not-in-family,White,Female,37,United-States,<=50K
37,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,<=50K
24,Private,HS-grad,9,Never-married,Tech-support,Unmarried,White,Female,42,United-States,<=50K
49,Private,HS-grad,9,Married-spouse-absent,Adm-clerical,Not-in-family,White,Female,38,United-States,<=50K
62,Private,Bachelors,14,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,38,United-States,>50K
52,Private,HS-grad,9,Separated,Exec-managerial,Unmarried,White,Male,42,United-States,<=50K
23,State-gov,Bachelors,14,Never-married,Adm-clerical,Own-child,White,Male,35,United-States,<=50K
54,Private,Bachelors,13,Never-married,Adm-clerical,Own-child,White,Male,36,United-States,<=50K
46,Self-emp-inc,Some-college,11,Divorced,Sales,Not-in-family,White,Female,38,United-States,<=50K
18,Self-emp-not-inc,Some-college,11,Divorced,Farming-fishing,Unmarried,White,Female,37,Italy,<=50K
23,Federal-gov,Some-college,10,Separated,Transport-moving,Own-child,White,Female,22,Mexico,<=50K
29,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,32,United-States,<=50K
31,Private,Bachelors,13,Married-civ-spouse,Adm-clerical,Wife,White,Male,22,United-States,>50K
42,?,HS-grad,9,Never-married,?,Own-child,White,Male,37,United-States,<=50K
38,Private,HS-grad,9,Divorced,Prof-specialty,Not-in-family,White,Male,40,United-States,<=50K
31,Private,HS-grad,9,Never-married,Sales,Own-child,White,Male,39,United-States,<=50K
27,Local-gov,HS-grad,9,Never-married,Adm-clerical,Own-child,Amer-Indian-Eskimo,Male,39,United-States,<=50K
27,Self-emp-inc,Prof-school,15,Married-civ-spouse,Exec-managerial,Wife,White,Male,24,Guatemala,<=50K
34,?,Some-college,10,Never-married,?,Own-child,White,Female,37,United-States,<=50K
21,State-gov,5th-6th,3,Never-married,Adm-clerical,Own-child,White,Male,36,United-States,<=50K
55,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,>50K
18,Private,Some-college,10,Never-married,Prof-specialty,Own-child,White,Male,30,United-States,<=50K
53,Private,Assoc-acdm,12,Married-civ-spouse,Craft-repair,Husband,White,Male,38,United-States,<=50K
60,Private,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,39,United-States,>50K
37,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,38,United-States,<=50K
45,Private,Bachelors,13,Never-married,Handlers-cleaners,Own-child,Amer-Indian-Eskimo,Male,19,United-States,<=50K
61,Private,HS-grad,9,Separated,Other-service,Not-in-family,White,Male,38,United-States,<=50K
79,Private,HS-grad,9,Divorced,Exec-managerial,Unmarried,White,Female,37,United-States,<=50K
50,State-gov,Bachelors,14,Married-civ-spouse,Adm-clerical,Wife,Black,Male,62,United-States,>50K
22,Private,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,39,Mexico,<=50K
44,State-gov,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,36,United-States,>50K
64,Private,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,White,Male,37,United-States,<=50K
18,Private,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Female,40,United-States,>50K
28,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,36,United-States,>50K
34,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Female,52,United-States,>50K
61,State-gov,Bachelors,14,Widowed,Protective-serv,Not-in-family,Black,Female,39,United-States,<=50K
64,Private,Bachelors,13,Never-married,Other-service,Not-in-family,White,Male,39,United-States,>50K
27,?,Some-college,10,Never-married,?,Own-child,White,Male,17,United-States,<=50K
45,Self-emp-inc,Assoc-voc,11,Never-married,Sales,Own-child,Black,Male,39,United-States,<=50K
18,State-gov,Some-college,11,Never-married,Exec-managerial,Not-in-family,White,Female,38,United-States,<=50K
53,Local-gov,Bachelors,14,Married-civ-spouse,Protective-serv,Husband,White,Male,36,United-States,>50K
19,Federal-gov,Bachelors,14,Never-married,Sales,Not-in-family,White,Female,39,United-States,<=50K
29,?,HS-grad,9,Divorced,?,Not-in-family,White,Female,51,United-States,<=50K
19,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,60,?,<=50K
53,Private,Bachelors,13,Never-married,Transport-moving,Not-in-family,Black,Male,38,Haiti,<=50K
61,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,63,United-States,>50K
40,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Female,62,United-States,<=50K
53,Private,12th,8,Married-civ-spouse,Craft-repair,Husband,White,Male,36,United-States,<=50K
28,Private,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Male,36,United-States,<=50K
42,State-gov,Doctorate,16,Married-civ-spouse,Adm-clerical,Husband,White,Female,53,United-States,>50K
28,Private,HS-grad,9,Married-civ-spouse,Sales,Wife,White,Male,39,United-States,>50K
23,Private,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,35,United-States,<=50K
47,Private,HS-grad,9,Never-married,Sales,Own-child,Black,Male,40,United-States,<=50K
51,Private,HS-grad,9,Married-civ-spouse,Farming-fishing,Wife,White,Female,18,Puerto-Rico,<=50K
44,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,52,United-States,<=50K
33,Private,HS-grad,9,Divorced,Other-service,Not-in-family,Black,Male,37,United-States,<=50K
20,Local-gov,HS-grad,9,Divorced,Prof-specialty,Unmarried,Asian-Pac-Islander,Female,51,Philippines,<=50K
33,Private,10th,6,Married-civ-spouse,Prof-specialty,Husband,White,Female,40,United-States,<=50K
41,Private,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,23,United-States,<=50K
39,Private,9th,5,Married-civ-spouse,Exec-managerial,Wife,White,Female,33,United-States,<=50K
48,Private,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Male,38,United-States,<=50K
31,Local-gov,HS-grad,9,Never-married,Prof-specialty,Own-child,White,Female,36,United-States,<=50K
55,Private,Bachelors,14,Never-married,Machine-op-inspct,Own-child,Black,Female,50,United-States,<=50K
46,Private,Some-college,11,Divorced,Exec-managerial,Other-relative,White,Male,39,United-States,<=50K
40,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Female,37,United-States,>50K
73,State-gov,7th-8th,5,Never-married,Prof-specialty,Not-in-family,White,Male,41,United-States,<=50K
17,Federal-gov,Bachelors,13,Married-civ-spouse,Other-service,Other-relative,Asian-Pac-Islander,Female,40,South,>50K
65,Private,Assoc-acdm,12,Married-civ-spouse,Transport-moving,Husband,White,Male,25,United-States,<=50K
30,State-gov,9th,5,Never-married,Other-service,Own-child,White,Male,23,United-States,<=50K
51,Private,Bachelors,14,Separated,Adm-clerical,Not-in-family,Black,Female,52,Dominican-Republic,<=50K
42,Private,Bachelors,14,Never-married,Other-service,Not-in-family,White,Male,44,United-States,<=50K
31,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,37,United-States,>50K
48,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,37,United-States,<=50K
61,State-gov,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,39,Poland,<=50K
43,Federal-gov,11th,8,Never-married,Exec-managerial,Own-child,White,Male,30,United-States,<=50K
45,Federal-gov,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Male,11,United-States,<=50K
19,Private,Bachelors,13,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,43,United-States,>50K
39,Private,HS-grad,9,Divorced,Sales,Not-in-family,White,Female,40,United-States,<=50K
23,Private,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,45,United-States,<=50K
23,Federal-gov,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Female,19,United-States,<=50K
45,Private,Some-college,10,Never-married,Handlers-cleaners,Not-in-family,White,Male,52,United-States,<=50K
36,State-gov,11th,7,Divorced,Protective-serv,Not-in-family,White,Female,39,United-States,<=50K
21,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,36,United-States,>50K
51,Private,10th,6,Never-married,Craft-repair,Not-in-family,White,Male,36,United-States,<=50K
48,Private,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Male,37,United-States,<=50K
49,Private,Some-college,10,Never-married,Sales,Not-in-family,White,Male,40,United-States,<=50K
27,Self-emp-inc,Some-college,10,Divorced,Exec-managerial,Unmarried,White,Female,21,United-States,<=50K
62,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,39,United-States,<=50K
42,Private,Masters,14,Married-civ-spouse,Sales,Wife,White,Female,35,United-States,<=50K
49,Private,HS-grad,9,Never-married,Tech-support,Not-in-family,White,Male,37,United-States,<=50K
58,Private,Some-college,10,Divorced,Transport-moving,Unmarried,White,Female,37,United-States,<=50K
57,Private,Some-college,10,Divorced,Transport-moving,Unmarried,White,Male,45,?,<=50K
20,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,11,United-States,<=50K
38,Private,Assoc-voc,11,Divorced,Other-service,Other-relative,Black,Male,40,United-States,<=50K
45,?,HS-grad,9,Divorced,?,Not-in-family,White,Male,40,United-States,<=50K
44,Private,7th-8th,4,Divorced,Prof-specialty,Not-in-family,White,Male,39,United-States,<=50K
43,Local-gov,Doctorate,16,Divorced,Adm-clerical,Unmarried,White,Male,58,United-States,>50K
36,Private,Bachelors,14,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K
19,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,36,United-States,>50K
22,Self-emp-not-inc,Some-college,10,Never-married,Sales,Own-child,Black,Male,19,United-States,<=50K
40,Federal-gov,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Male,35,United-States,<=50K
19,State-gov,11th,7,Married-civ-spouse,Transport-moving,Husband,White,Female,27,United-States,<=50K
44,Private,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,41,United-States,>50K
43,Private,HS-grad,9,Never-married,Other-service,Not-in-family,Black,Male,36,United-States,<=50K
51,Private,Some-college,10,Divorced,Craft-repair,Not-in-family,White,Female,23,United-States,<=50K
18,Private,Assoc-voc,11,Never-married,Craft-repair,Own-child,White,Female,14,United-States,<=50K
33,Private,HS-grad,9,Married-civ-spouse,Prof-specialty,Wife,White,Male,34,United-States,<=50K
20,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Female,37,United-States,<=50K
21,Private,Assoc-acdm,12,Divorced,Adm-clerical,Unmarried,White,Male,55,United-States,<=50K
24,Private,Assoc-acdm,12,Never-married,Machine-op-inspct,Not-in-family,Black,Male,37,United-States,<=50K
39,Private,HS-grad,9,Widowed,Other-service,Unmarried,Black,Male,36,United-States,<=50K
23,Private,7th-8th,5,Never-married,Craft-repair,Own-child,White,Female,39,United-States,<=50K
32,Local-gov,HS-grad,9,Separated,Prof-specialty,Unmarried,White,Female,36,United-States,<=50K
47,Private,12th,8,Never-married,Craft-repair,Own-child,Black,Male,16,United-States,<=50K
24,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,Other,Female,35,United-States,<=50K
39,Self-emp-not-inc,Masters,14,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,54,United-States,>50K
37,Private,Bachelors,13,Never-married,Prof-specialty,Unmarried,White,Male,39,United-States,<=50K
22,Local-gov,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Female,39,United-States,<=50K
29,State-gov,11th,7,Married-civ-spouse,Adm-clerical,Husband,White,Male,50,United-States,<=50K
27,Private,10th,6,Never-married,Transport-moving,Not-in-family,Black,Female,36,?,<=50K
45,Private,Some-college,3,Divorced,Adm-clerical,Not-in-family,White,Female,36,United-States,<=50K
45,Local-gov,Assoc-voc,11,Never-married,Prof-specialty,Unmarried,White,Female,40,United-States,<=50K
29,Private,11th,7,Married-civ-spouse,Exec-managerial,Husband,Other,Male,17,United-States,<=50K
63,Private,11th,7,Married-civ-spouse,Tech-support,Husband,White,Male,19,United-States,<=50K
31,Private,HS-grad,9,Never-married,Prof-specialty,Not-in-family,White,Female,36,United-States,<=50K
66,Private,Some-college,10,Never-married,Adm-clerical,Own-child,White,Male,17,United-States,<=50K
47,Local-gov,Assoc-voc,11,Never-married,Transport-moving,Not-in-family,Black,Female,38,United-States,<=50K
53,Private,Some-college,10,Divorced,Tech-support,Not-in-family,White,Male,56,United-States,<=50K
32,Private,Some-college,11,Never-married,Adm-clerical,Not-in-family,White,Male,36,United-States,<=50K
49,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Female,64,United-States,<=50K
29,Private,11th,7,Married-civ-spouse,Sales,Husband,White,Female,39,United-States,<=50K
